,text,intent,arg,enType,value
2556,The immaculate room on Amazon prime,GOTO,medium_name,ott_app,Amazon prime
2557,The immaculate room on Amazon prime,GOTO,program_name,movie,The immaculate room
2558,Ferdinand on Disney+,GOTO,medium_name,app,Disney+
2559,Ferdinand on Disney+,GOTO,program_name,movie,Ferdinand
2560,Disenchanted Disney+,GOTO,medium_name,app,Disney+
2561,Disenchanted Disney+,GOTO,program_name,movie,Disenchanted
2562,The file on Thelma Jordon,GOTO,program_name,movie,The file on Thelma Jordon
2563,The American,GOTO,program_name,movie,The American
2564,Prince of Tide,GOTO,program_name,movie,Prince of Tide
2565,The Little Giants,GOTO,program_name,movie,The Little Giants
2566,Lesson plan,GOTO,program_name,movie,Lesson plan
2567,West Point,GOTO,program_name,movie,West Point
2568,Noel Next Door,GOTO,program_name,movie,Noel Next Door
2569,Puss in boot,GOTO,program_name,movie,Puss in boot
2570,The Station agent,GOTO,program_name,movie,The Station agent
2571,Buying Time,GOTO,program_name,movie,Buying Time
2572,Father Christmas is back,GOTO,program_name,movie,Father Christmas is back
2573,Close to home,GOTO,program_name,seriesmaster,Close to home
2574,Boyz n the Hood,GOTO,program_name,movie,Boyz n the Hood
2575,Ice pirates,GOTO,program_name,movie,Ice pirates
2576,Christmas Mail,GOTO,program_name,movie,Christmas Mail
2577,Patriots games,GOTO,program_name,movie,Patriots games
2578,SportsCenter,GOTO,program_name,seriesmaster,SportsCenter
2579,Real Housewives of Salt Lake City,GOTO,program_name,seriesmaster,Real Housewives of Salt Lake City
2580,Celebrity IOU,GOTO,program_name,seriesmaster,Celebrity IOU
2581,Dr. Pol,GOTO,program_name,seriesmaster,Dr. Pol
2582,Outlander,GOTO,program_name,seriesmaster,Outlander
2583,Holidays at all cost,GOTO,program_name,movie,Holidays at all cost
2584,Manifest,GOTO,program_name,seriesmaster,Manifest
2585,Chicago P.D.,GOTO,program_name,seriesmaster,Chicago P.D.
2586,Indéfendable,GOTO,program_name,seriesmaster,Indéfendable
2587,Dead to me on Netflix,GOTO,medium_name,app,Netflix
2588,Dead to me on Netflix,GOTO,program_name,seriesmaster,Dead to me
2589,Breaking Bad,GOTO,program_name,seriesmaster,Breaking Bad
2590,Station 19,GOTO,program_name,seriesmaster,Station 19
2591,Longmire,GOTO,program_name,seriesmaster,Longmire
2592,Southern Charm,GOTO,program_name,seriesmaster,Southern Charm
2593,Ozark,GOTO,program_name,seriesmaster,Ozark
2594,Stranger Things,GOTO,program_name,seriesmaster,Stranger Things
2595,Maury,GOTO,program_name,seriesmaster,Maury
2596,Casey Anthony on Peacock,GOTO,medium_name,app,Peacock
2597,Casey Anthony on Peacock,GOTO,program_name,seriesmaster,Casey Anthony
2598,Grey's Anatomy on Netflix,GOTO,medium_name,app,Netflix
2599,Grey's Anatomy on Netflix,GOTO,program_name,seriesmaster,Grey's Anatomy
2600,Netflix Grey's Anatomy,GOTO,program_name,seriesmaster,Grey's Anatomy
2601,Netflix Grey's Anatomy,GOTO,medium_name,app,Netflix
2602,Chrisley Knows Best,GOTO,program_name,seriesmaster,Chrisley Knows Best
2603,Felger and Mazz,GOTO,program_name,seriesmaster,Felger and Mazz
2604,Below Deck,GOTO,program_name,seriesmaster,Below Deck
2605,Vampire Diaries,GOTO,program_name,seriesmaster,Vampire Diaries
2606,Blue Bayou on prime,GOTO,medium_name,app,prime
2607,Blue Bayou on prime,GOTO,program_name,movie,Blue Bayou
2608,Anthony on Peacock,GOTO,medium_name,app,Peacock
2609,Anthony on Peacock,GOTO,program_name,movie,Anthony
2610,AVa,GOTO,program_name,movie,AVa
2611,Screws,GOTO,program_name,movie,Screws
2612,The home team,GOTO,program_name,movie,The home team
2613,Never let Go,GOTO,program_name,movie,Never let Go
2614,SPL ICE,GOTO,program_name,movie,SPL ICE
2615,God is Not dead,GOTO,program_name,movie,God is Not dead
2616,Deleted scene,GOTO,program_name,movie,Deleted scene
2617,Controller,GOTO,program_name,movie,Controller
2618,The system,GOTO,program_name,movie,The system
2619,Dolly Parton Mountain Magic Christmas,GOTO,program_name,movie,Dolly Parton Mountain Magic Christmas
2620,Everything everywhere all at Once,GOTO,program_name,movie,Everything everywhere all at Once
2621,Sleepless in Seattle,GOTO,program_name,movie,Sleepless in Seattle
2622,Wild Hearts can't Be Broken,GOTO,program_name,movie,Wild Hearts can't Be Broken
2623,Bad Santa,GOTO,program_name,movie,Bad Santa
2624,Free Guy,GOTO,program_name,movie,Free Guy
2625,The sound of music,GOTO,program_name,movie,The sound of music
2626,Turning Red,GOTO,program_name,movie,Turning Red
2627,Cool Had Luke,GOTO,program_name,movie,Cool Had Luke
2628,Disenchanted,GOTO,program_name,movie,Disenchanted
2629,Déjà vu on Peacock,GOTO,medium_name,ott_app,Peacock
2630,Déjà vu on Peacock,GOTO,program_name,movie,Déjà vu
2631,The Woman,GOTO,program_name,movie,The Woman
2632,The Christmas train,GOTO,program_name,movie,The Christmas train
2633,Grace card,GOTO,program_name,movie,Grace card
2634,The Wash,GOTO,program_name,movie,The Wash
2635,Anyone Home,GOTO,program_name,movie,Anyone Home
2636,False positive,GOTO,program_name,movie,False positive
2637,Paddington two,GOTO,program_name,movie,Paddington two
2638,Bones,GOTO,program_name,seriesmaster,Bones
2639,The Winter Palace,GOTO,program_name,movie,The Winter Palace
2640,Team Umizoomi,GOTO,program_name,seriesmaster,Team Umizoomi
2641,Do not reply,GOTO,program_name,movie,Do not reply
2642,First Take,GOTO,program_name,seriesmaster,First Take
2643,Big Timber,GOTO,program_name,seriesmaster,Big Timber
2644,FX2,GOTO,program_name,movie,FX2
2645,The Cutter,GOTO,program_name,movie,The Cutter
2646,Secret restoration,GOTO,program_name,seriesmaster,Secret restoration
2647,Is that Black enough for you,GOTO,program_name,movie,Is that Black enough for you
2648,Mayor of Kingstown,GOTO,program_name,seriesmaster,Mayor of Kingstown
2649,Married to Medicine,GOTO,program_name,seriesmaster,Married to Medicine
2650,Monday Night Raw,GOTO,program_name,seriesmaster,Monday Night Raw
2651,Single Life,GOTO,program_name,seriesmaster,Single Life
2652,The Tetris murders,GOTO,program_name,seriesmaster,The Tetris murders
2653,Good Dinosaur on Disney+,GOTO,medium_name,app,Disney+
2654,Good Dinosaur on Disney+,GOTO,program_name,movie,Good Dinosaur
2655,Enola Holmes,GOTO,program_name,movie,Enola Holmes
2656,Scoob,GOTO,program_name,movie,Scoob
2657,Better off dead,GOTO,program_name,movie,Better off dead
2658,Prime video let her out,GOTO,medium_name,ott_app,Prime video
2659,Prime video let her out,GOTO,program_name,movie,let her out
2660,Dopesick on Hulu,GOTO,medium_name,ott_app,Hulu
2661,Dopesick on Hulu,GOTO,program_name,seriesmaster,Dopesick on Hulu
2662,Peacock Red Joan,GOTO,medium_name,ott_app,Peacock
2663,Peacock Red Joan,GOTO,program_name,movie,Red Joan
2664,Peacock Camila,GOTO,medium_name,ott_app,Peacock
2665,Peacock Camila,GOTO,program_name,movie,Camila
2666,Spirited on Apple TV,GOTO,medium_name,app,Apple TV
2667,Spirited on Apple TV,GOTO,program_name,movie,Spirited
2668,Peacock Kavacham,GOTO,medium_name,ott_app,Peacock
2669,Peacock Kavacham,GOTO,program_name,movie,Kavacham
2670,Black out,GOTO,program_name,movie,Black out
2671,The bank job,GOTO,program_name,movie,The bank job
2672,October Kiss,GOTO,program_name,movie,October Kiss
2673,American Dad! season 1,GOTO,collection_ordering_season,number,1
2674,American Dad! season 1,GOTO,program-set_modifier,,season(s)
2675,American Dad! season 1,GOTO,program_name,seriesmaster,American Dad!
2676,Blackish on Disney+,GOTO,medium_name,ott_app,Disney+
2677,Blackish on Disney+,GOTO,program_name,seriesmaster,Blackish
2678,Hulu dopesick,GOTO,program_name,seriesmaster,dopesick
2679,Hulu dopesick,GOTO,medium_name,ott_app,Hulu
2680,Christina on the Coast,GOTO,program_name,seriesmaster,Christina on the Coast
2681,Komi can't communicate,GOTO,program_name,seriesmaster,Komi can't communicate
2682,Welcome to Plathville,GOTO,program_name,seriesmaster,Welcome to Plathville
2683,Gutfeld,GOTO,program_name,seriesmaster,Gutfeld
2684,Drake & Josh,GOTO,program_name,seriesmaster,Drake & Josh
2685,Beartown on HBO,GOTO,medium_name,channel,HBO
2686,Beartown on HBO,GOTO,program_name,seriesmaster,Beartown
2687,Naruto on Paramount+,GOTO,medium_name,app,Paramount+
2688,Naruto on Paramount+,GOTO,program_name,seriesmaster,Naruto
2689,American Greed on Peacock,GOTO,medium_name,app,Peacock
2690,American Greed on Peacock,GOTO,program_name,seriesmaster,American Greed
2691,Did you hear about the Morgans,GOTO,program_name,movie,Did you hear about the Morgans
2692,All engines go,GOTO,program_name,seriesmaster,All engines go
2693,Awake TV show,GOTO,content_type,,series
2694,Awake TV show,GOTO,program_name,seriesmaster,Awake
2695,Bridgerton,GOTO,program_name,seriesmaster,Bridgerton
2696,Cricket Green,BROWSE,character_name,character,Cricket Green
2697,Play Yellowstone on Peacock,GOTO,medium_name,app,Peacock
2698,Play Yellowstone on Peacock,GOTO,program_name,seriesmaster,Yellowstone
2699,Euphoria on HBO Max,GOTO,medium_name,app,HBO Max
2700,Euphoria on HBO Max,GOTO,program_name,seriesmaster,Euphoria
2701,Friend of the Family on Peacock,GOTO,medium_name,app,Peacock
2702,Friend of the Family on Peacock,GOTO,program_name,seriesmaster,Friend of the Family
2703,Acapulco on Apple TV,GOTO,medium_name,app,Apple TV
2704,Acapulco on Apple TV,GOTO,program_name,seriesmaster,Acapulco
2705,Law & Order Organized Crime,GOTO,program_name,seriesmaster,Law & Order Organized Crime
2706,Bluey on TV,GOTO,program_name,seriesmaster,Bluey
2707,The offer,GOTO,program_name,seriesmaster,The offer
2708,Cheers,GOTO,program_name,seriesmaster,Cheers
2709,Fire Buds,GOTO,program_name,seriesmaster,Fire Buds
2710,1883 on Paramount,GOTO,medium_name,channel,Paramount
2711,1883 on Paramount,GOTO,program_name,seriesmaster,1883
2712,I think you should leave,GOTO,program_name,seriesmaster,I think you should leave
2713,Willow Disney+,GOTO,medium_name,app,Disney+
2714,Willow Disney+,GOTO,program_name,seriesmaster,Willow
2715,George and Tammy on Showtime,GOTO,medium_name,app,Showtime
2716,George and Tammy on Showtime,GOTO,program_name,seriesmaster,George and Tammy
2717,One of Us is Lying,GOTO,program_name,seriesmaster,One of Us is Lying
2718,Rings of Power,GOTO,program_name,seriesmaster,Rings of Power
2719,Ring of Power,GOTO,program_name,seriesmaster,Ring of Power
2720,Slow Horses,GOTO,program_name,seriesmaster,Slow Horses
2721,Murders in The Building,GOTO,program_name,seriesmaster,Murders in The Building
2722,Bluey on Disney Junior,GOTO,medium_name,channel,Disney Junior
2723,Bluey on Disney Junior,GOTO,program_name,seriesmaster,Bluey
2724,Bones on Roku,GOTO,medium_name,channel,Roku
2725,Bones on Roku,GOTO,program_name,seriesmaster,Bones
2726,The White Lotus on HBO Max,GOTO,medium_name,app,HBO Max
2727,The White Lotus on HBO Max,GOTO,program_name,seriesmaster,The White Lotus
2728,Living single on Hulu,GOTO,medium_name,app,Hulu
2729,Living single on Hulu,GOTO,program_name,seriesmaster,Living single
2730,White Lotus HBO Max,GOTO,medium_name,app,HBO Max
2731,White Lotus HBO Max,GOTO,program_name,seriesmaster,White Lotus
2732,The Calling,GOTO,program_name,movie,The Calling
2733,Hulu Fleishman is in trouble,GOTO,medium_name,app,Hulu
2734,Hulu Fleishman is in trouble,GOTO,program_name,seriesmaster,Fleishman is in trouble
2735,Obi-Wan Kenobi,GOTO,program_name,seriesmaster,Obi-Wan Kenobi
2736,Hard Knocks Arizona Cardinals,GOTO,program_name,seriesmaster,Hard Knocks Arizona Cardinals
2737,Hulu The Unit,GOTO,program_name,seriesmaster,The Unit
2738,Hulu The Unit,GOTO,medium_name,app,Hulu
2739,Yellow jackets,GOTO,program_name,seriesmaster,Yellow jackets
2740,Your morning,GOTO,program_name,seriesmaster,Your morning
2741,The Night of,GOTO,program_name,seriesmaster,The Night of
2742,Cardinal,GOTO,program_name,movie,Cardinal
2743,Ice Vikings,GOTO,program_name,seriesmaster,Ice Vikings
2744,American Lawman,GOTO,program_name,seriesmaster,American Lawman
2745,Big Valley,GOTO,program_name,seriesmaster,Big Valley
2746,The Sun,GOTO,program_name,movie,The Sun
2747,American Dad! Hulu,GOTO,medium_name,app,Hulu
2748,American Dad! Hulu,GOTO,program_name,seriesmaster,American Dad!
2749,Just shoot me,GOTO,program_name,seriesmaster,Just shoot me
2750,How it really happened,GOTO,program_name,seriesmaster,How it really happened
2751,Beach hunter,GOTO,program_name,seriesmaster,Beach hunter
2752,Commit or quit,GOTO,program_name,seriesmaster,Commit or quit
2753,The Get down,GOTO,program_name,seriesmaster,The Get down
2754,Life & Beth,GOTO,program_name,seriesmaster,Life & Beth
2755,Sounds,GOTO,program_name,movie,Sounds
2756,Life and Beth,GOTO,program_name,seriesmaster,Life and Beth
2757,How the Grinch Stole Christmas,GOTO,program_name,movie,How the Grinch Stole Christmas
2758,Tom and Huck on Disney+,GOTO,medium_name,app,Disney+
2759,Tom and Huck on Disney+,GOTO,program_name,movie,Tom and Huck
2760,I'll be Home for Christmas,GOTO,program_name,movie,I'll be Home for Christmas
2761,The professionals,GOTO,program_name,movie,The professionals
2762,Three days of Christmas,GOTO,program_name,seriesmaster,Three days of Christmas
2763,At Home with Arlene,GOTO,program_name,seriesmaster,At Home with Arlene
2764,Lost at Christmas,GOTO,program_name,movie,Lost at Christmas
2765,My Haunted House,GOTO,program_name,seriesmaster,My Haunted House
2766,Welcome to Chippendales,GOTO,program_name,seriesmaster,Welcome to Chippendales
2767,The Human Monster,GOTO,program_name,movie,The Human Monster
2768,Jingle all the way two,GOTO,program_name,movie,Jingle all the way two
2769,Northern lights of Christmas,GOTO,program_name,movie,Northern lights of Christmas
2770,Christmas at the Plaza,GOTO,program_name,movie,Christmas at the Plaza
2771,99 homes,GOTO,program_name,movie,99 homes
2772,Son of the South,GOTO,program_name,movie,Son of the South
2773,My southern Christmas,GOTO,program_name,movie,My southern Christmas
2774,The Good house,GOTO,program_name,movie,The Good house
2775,Leaving Las Vegas,GOTO,program_name,movie,Leaving Las Vegas
2776,All The Creatures were stirring,GOTO,program_name,movie,All The Creatures were stirring
2777,Missing in Action,GOTO,program_name,movie,Missing in Action
2778,Insidious two,GOTO,program_name,movie,Insidious two
2779,Honey three,GOTO,program_name,movie,Honey three
2780,Some Voices,GOTO,program_name,movie,Some Voices
2781,Disney+ the Grinch,GOTO,program_name,movie,the Grinch
2782,Disney+ the Grinch,GOTO,medium_name,app,Disney+
2783,Christmas Inheritance,GOTO,program_name,movie,Christmas Inheritance
2784,The Christmas chronicle,GOTO,program_name,movie,The Christmas chronicle
2785,Home Alabama,GOTO,program_name,movie,Home Alabama
2786,Christmas Wonderland,GOTO,program_name,movie,Christmas Wonderland
2787,The burning bed,GOTO,program_name,movie,The burning bed
2788,Ron's Gone Wrong on Disney+,GOTO,medium_name,app,Disney+
2789,Ron's Gone Wrong on Disney+,GOTO,program_name,movie,Ron's Gone Wrong
2790,Brose on Peacock,GOTO,medium_name,ott_app,Peacock
2791,Brose on Peacock,GOTO,program_name,movie,Brose
2792,Peacock Brose,GOTO,program_name,movie,Brose
2793,Peacock Brose,GOTO,medium_name,ott_app,Peacock
2794,Disney+ Cars,GOTO,program_name,movie,Cars
2795,Disney+ Cars,GOTO,medium_name,app,Disney+
2796,Super eight,GOTO,program_name,movie,Super eight
2797,Terminator three,GOTO,program_name,movie,Terminator three
2798,Cars,GOTO,program_name,movie,Cars
